vehicle_id,vin_code,registration_id,vehicle_make,vehicle_model,vehicle_variant,vehicle_valuation,vehicle_age,vehicle_mfg_year,vehicle_reg_date,rto_details,vehicle_body_type,vehicle_engine_fuel_type,vehicle_engine_capacity,safety_flag_driver_airbag,safety_flag_passenger_airbag,safety_flag_side_airbag,safety_flag_abs,security_features_flag,kilometers_driven,usage_type,prev_damage_desc,modification_desc,vehicle_transfer_date
VEH-10017,LWI79G09O265877838,KA66C6912,MARUTI,SWIFT,VXI,600162.5,3,2022,2022-12-20,Ma-NAG,Hatchback,Petrol,1197,1,0,0,1,0,84465,Private,,,
VEH-10018,RXS81O16Y750830882,MH46A4099,MARUTI,WAGON R,1.0 LXI CNG,617500.0,1,2024,2024-05-07,Ma-NAG,Hatchback,CNG,998,1,1,0,1,0,72930,Private,Minor scratches,,
VEH-10019,MBT34S69V649959401,GJ62C6926,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,403359.62,9,2016,2016-09-23,Ma-MUM,Hatchback,Petrol,1197,0,0,0,0,1,96084,Private,Minor scratches,,
VEH-10020,OFD61R43W391195205,KA35B8278,MARUTI,DZIRE,VXI,370632.98,15,2010,2010-06-28,De-NOI,Sedan,Petrol,1197,1,0,0,1,1,83280,Private,,,2011-08-30
VEH-10021,KPT82R18Y086687783,TN17C9338,HYUNDAI,CRETA,1.4 E Plus,1114587.5,3,2022,2022-06-14,Ma-MUM,SUV,Diesel,1582,1,1,1,0,0,135873,Private,Minor scratches,Alloy wheels,
VEH-10022,SSH31D79X989418324,RJ13A3493,MARUTI,WAGON R,1.0 VXI,398052.26,8,2017,2017-10-01,Ma-NAG,Hatchback,Petrol,998,0,0,1,1,1,112474,Private,Minor scratches,Alloy wheels,2018-10-28
VEH-10023,DSK32R51F186038408,MH81B4278,MARUTI,DZIRE,VXI,410673.67,13,2012,2012-08-05,Ka-MYS,Sedan,Petrol,1197,1,0,0,1,1,91836,Private,Dent on door,Body kit,
VEH-10024,WVY65D41O075836061,UP08B3079,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 ZX AT 7 STR,2011830.44,5,2020,2020-04-16,Ta-MAD,MUV,Diesel,2755,1,0,0,1,1,123721,Private,Minor scratches,,2021-12-24
VEH-10025,HUW60G63G422811598,GJ90A1416,MARUTI,WAGON R,1.0 LXI CNG,477809.73,6,2019,2019-12-28,Ta-MAD,Hatchback,CNG,998,0,0,1,1,0,136679,Private,Minor scratches,Alloy wheels,
VEH-10026,DFY90S24V725296668,GJ56C2320,MARUTI,WAGON R,1.0 VXI,441055.13,6,2019,2019-08-19,Ta-COI,Hatchback,Petrol,998,0,1,0,0,1,89755,Private,,Body kit,
VEH-10027,NHH93N30N212161830,WB53D3112,MARUTI,SWIFT DZIRE,VDI,807500.0,1,2024,2024-05-12,Ta-MAD,Sedan,Diesel,1248,1,1,1,1,1,81433,Private,Minor scratches,,
VEH-10028,VOI67E67S609724292,RJ34A5667,MARUTI,WAGON R,1.0 LXI CNG,586625.0,2,2023,2023-05-14,Ka-BAN,Hatchback,CNG,998,1,1,0,1,1,135945,Private,Minor scratches,,2025-12-13
VEH-10029,GDB41U86S956314563,TN30B3659,MARUTI,SWIFT,1.2 VXi BS IV,557293.75,3,2022,2022-03-17,De-NOI,Hatchback,Petrol,1197,1,0,0,1,0,105367,Private,,,2024-01-20
VEH-10030,BMU75U19P722069561,DL14A7595,MARUTI,BALENO HATCHBACK,Zeta 1.2,597078.39,8,2017,2017-08-15,Ka-BAN,Hatchback,Petrol,1197,1,0,1,1,1,64429,Private,Minor scratches,,
VEH-10031,BEJ02S84D511870275,WB17A9652,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 Z 7 STR,1837729.73,6,2019,2019-07-25,We-KOL,MUV,Diesel,2755,0,1,0,0,0,44423,Private,Minor scratches,Body kit,
VEH-10032,OAK69V60S232380668,RJ25A2003,MARUTI,ERTIGA,1.5 VXI CNG,851159.03,5,2020,2020-04-06,De-NOI,MUV,CNG,1462,0,0,0,1,1,103202,Private,,Alloy wheels,
VEH-10033,IKU24W38S931918311,RJ18C8246,MARUTI,SWIFT,VXI,464394.3,8,2017,2017-02-24,Ta-CHE,Hatchback,Petrol,1197,1,1,0,1,0,95935,Private,Minor scratches,Alloy wheels,
VEH-10034,FCZ31F61D906815268,KA10C8443,MARUTI,VITARA BREZZA,ZDI PLUS,648432.11,12,2013,2013-03-11,Ka-MYS,SUV,Diesel,1248,0,1,0,0,1,129303,Private,Dent on door,Alloy wheels,
VEH-10035,TTS62F79Q927458398,UP88D3487,MARUTI,SWIFT,1.2 VXi BS IV,586625.0,2,2023,2023-01-22,De-GUR,Hatchback,Petrol,1197,0,0,0,0,1,38843,Private,Dent on door,,
VEH-10036,JDX09M57I922528938,UP65A8852,MAHINDRA,SCORPIO,S11 2WD 7STR,1392805.69,5,2020,2020-06-04,We-HOW,SUV,Diesel,2184,1,1,0,1,0,59737,Private,Minor scratches,,
VEH-10037,VCB95V73G300582705,UP24B9144,MAHINDRA,SCORPIO,S5 2WD 7STR,810540.13,12,2013,2013-10-02,Ma-PUN,SUV,Diesel,2184,1,1,0,0,0,3040,Private,,Body kit,
VEH-10038,ZHM02A40K420016589,TN68A5874,MARUTI,VITARA BREZZA,ZDI PLUS,977407.5,4,2021,2021-07-25,Ta-CHE,SUV,Diesel,1248,1,0,0,0,1,68511,Private,,Alloy wheels,
VEH-10039,TWF39T48L856086201,GJ60A2353,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,383191.64,10,2015,2015-03-11,We-HOW,Hatchback,Petrol,1197,0,0,1,0,0,140622,Private,Dent on door,,2016-12-09
VEH-10040,HSG66W34Y372178541,KA07B3327,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 V 8S,1710463.12,4,2021,2021-08-28,Ma-NAG,MUV,Diesel,2393,1,0,0,1,1,11388,Private,,Alloy wheels,2024-05-17
VEH-10041,VYK63A87P687763996,TN19B1644,MARUTI,SWIFT,VDI (DIESEL),530736.35,8,2017,2017-09-14,Ma-MUM,Hatchback,Diesel,1248,0,0,0,1,0,29698,Private,Minor scratches,,2019-08-02
VEH-10042,PQT78N07H038952317,MH42B5682,MARUTI,SWIFT,1.2 VXi BS IV,477809.73,6,2019,2019-03-06,We-KOL,Hatchback,Petrol,1197,1,0,1,1,1,60317,Private,Minor scratches,,
VEH-10043,OSU24W89M263193678,TN23A7395,MARUTI,VITARA BREZZA,VDI,997500.0,1,2024,2024-02-09,We-HOW,SUV,Diesel,1248,1,0,1,1,0,6541,Private,,Body kit,
VEH-10044,TNZ70M91V874978364,RJ03D8816,HYUNDAI,GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,631750.0,2,2023,2023-09-10,We-HOW,Hatchback,Petrol,1197,1,0,0,0,0,87004,Private,Dent on door,,
VEH-10045,LAK19B21U022227605,TN43C5308,MARUTI,ALTO 800,LXI,239494.78,10,2015,2015-10-06,De-NEW,Hatchback,Petrol,796,1,1,0,1,1,115375,Private,Dent on door,,
VEH-10046,LII42S35O104651051,DL55D9252,MARUTI,ALTO 800,LXI,309512.37,5,2020,2020-12-19,Ta-MAD,Hatchback,Petrol,796,0,0,1,0,1,129178,Private,Dent on door,Body kit,
VEH-10047,HVJ76K94B592578108,RJ18B7875,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,548720.0,3,2022,2022-07-15,Ka-BAN,Hatchback,Petrol,1197,1,0,0,0,0,83940,Private,,Body kit,2023-10-02
VEH-10048,VMP15W31Q449611611,WB98D1475,HONDA,AMAZE,1.2 VXMT i-VTEC,650152.02,8,2017,2017-01-22,De-NEW,Sedan,Petrol,1199,0,1,0,1,1,43838,Private,,Body kit,
VEH-10049,DMK89H55S724845412,DL30D4479,MARUTI,ALTO 800,LXI,279334.92,7,2018,2018-10-07,Ta-COI,Hatchback,Petrol,796,1,1,0,1,1,79337,Private,,,
VEH-10050,XKS61Q99C737201138,DL07C2112,HONDA,AMAZE,1.2 VXMT i-VTEC,798216.12,4,2021,2021-09-28,De-NOI,Sedan,Petrol,1199,1,1,1,1,1,81462,Commercial,Dent on door,,
VEH-10051,KCT04V58L067232326,KA04C2100,HONDA,AMAZE,1.5 SMT i-DTEC,508926.4,10,2015,2015-04-11,Ka-BAN,Sedan,Diesel,1498,0,0,1,1,0,77743,Private,Dent on door,,
VEH-10052,YIP31O92X208651241,MH83A9670,MARUTI,BALENO HATCHBACK,Zeta 1.2,661582.7,6,2019,2019-06-14,De-NOI,Hatchback,Petrol,1197,0,1,0,1,0,51531,Private,,,
VEH-10053,ATD38T26V878657372,TN85D5494,MAHINDRA,THAR,LX HARD TOP AT 4STR DIESEL,1615000.0,1,2024,2024-01-12,We-KOL,SUV,Diesel,2184,0,0,1,1,0,46123,Private,,Alloy wheels,
VEH-10054,ETN74N61O490323002,WB53A9649,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,403359.62,9,2016,2016-03-24,We-KOL,Hatchback,Petrol,1197,0,1,0,1,1,89496,Private,,,2018-07-03
VEH-10055,NJP90P79X562574654,WB45B2687,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 V 8S,1624939.97,5,2020,2020-12-16,Ka-BAN,MUV,Diesel,2393,0,0,0,1,1,55310,Private,,Alloy wheels,
VEH-10056,GFV25E12B211180820,TN40B2017,MAHINDRA,SCORPIO,S9 2WD 7STR,957979.1,10,2015,2015-09-11,Ma-NAG,SUV,Diesel,2184,1,1,0,1,0,72722,Private,,,2017-01-04
VEH-10057,FXZ89O87R822057311,KA85D6829,MARUTI,SWIFT DZIRE,VDI,483480.08,11,2014,2014-01-01,De-NOI,Sedan,Diesel,1248,0,1,1,1,1,126515,Private,,,2015-08-02
VEH-10058,MLG03I98N186901483,MH48D4774,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 GX AT 7 STR,1449573.64,9,2016,2016-10-16,Ma-MUM,MUV,Diesel,2755,1,0,0,1,0,79243,Private,,Alloy wheels,
VEH-10059,SGY11R48T435348307,WB20C8451,MARUTI,ALTO 800,LXI,205336.83,13,2012,2012-12-12,Ka-MYS,Hatchback,Petrol,796,1,1,0,1,1,69097,Private,,,
VEH-10060,PMI56R14W619673782,DL90D9195,MARUTI,BALENO HATCHBACK,Delta 1.2,588073.51,6,2019,2019-07-06,Ma-MUM,Hatchback,Petrol,1197,1,0,0,0,0,83643,Private,Dent on door,,
VEH-10061,PEY73P44E284170077,RJ74A6456,HONDA,AMAZE,1.5 SMT i-DTEC,393797.55,15,2010,2010-02-06,Ka-BAN,Sedan,Diesel,1498,0,0,1,1,1,125109,Private,Minor scratches,Body kit,
VEH-10062,SPP42L47O134497880,MH65C5615,MARUTI,BALENO HATCHBACK,Delta 1.2,455040.07,11,2014,2014-03-17,Ma-NAG,Hatchback,Petrol,1197,0,0,0,0,0,52892,Private,,Body kit,
VEH-10063,KAM50Z35U399188932,KA95B7786,HYUNDAI,CRETA,1.5 E DIESEL,736446.44,10,2015,2015-08-24,Ta-COI,SUV,Diesel,1493,0,0,0,1,0,147256,Private,,Body kit,
VEH-10064,ILW72I80E150597041,TN69A4695,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 GX AT 7 STR,2075750.0,2,2023,2023-03-05,De-NEW,MUV,Diesel,2755,1,1,0,1,1,73537,Private,,,2024-04-14
VEH-10065,IEP95U78O457811981,MH20D3531,MARUTI,WAGON R,1.0 VXI,419002.38,7,2018,2018-06-28,Ta-MAD,Hatchback,Petrol,998,0,1,0,1,0,41337,Private,Minor scratches,,
VEH-10066,BBI73J58D031789459,GJ20C4135,MARUTI,VITARA BREZZA,ZDI PLUS,555949.48,15,2010,2010-06-13,Ka-MYS,SUV,Diesel,1248,1,1,1,1,0,109883,Private,,Body kit,2012-04-26
VEH-10067,FHO63P37L644920143,RJ05C5843,HONDA,AMAZE,1.2 SMT i-VTEC,541646.66,5,2020,2020-12-26,De-NEW,Sedan,Petrol,1199,1,0,0,1,0,146772,Private,,Alloy wheels,
VEH-10068,SLS36T81Z086155459,UP69A3425,HYUNDAI,VENUE,1.2 S PETROL,436340.77,13,2012,2012-02-21,Ta-COI,SUV,Petrol,1197,1,1,1,1,0,15571,Private,,Body kit,
VEH-10069,CPO17R94A727866397,MH14D4404,MARUTI,SWIFT,1.2 VXi BS IV,316988.74,14,2011,2011-08-05,De-NEW,Hatchback,Petrol,1197,0,1,1,1,1,105194,Private,,,
VEH-10070,OFS29K34Y365578845,RJ64A3842,HYUNDAI,CRETA,1.4 E Plus,1114587.5,3,2022,2022-11-09,We-HOW,SUV,Diesel,1582,1,0,1,1,1,15111,Private,Minor scratches,,
VEH-10071,ZED75S74M357150646,RJ03B8407,MARUTI,DZIRE,VXI,619024.75,5,2020,2020-06-13,We-KOL,Sedan,Petrol,1197,0,1,0,1,0,64282,Private,,,
VEH-10072,ZRM22M32V395028061,KA51D5522,MARUTI,BALENO HATCHBACK,Zeta 1.2,567224.47,9,2016,2016-07-05,Ta-COI,Hatchback,Petrol,1197,0,1,1,0,0,135833,Private,,Alloy wheels,
VEH-10073,NUQ67J54P095629042,MH15D3839,MARUTI,WAGON R,1.0 LXI CNG,477809.73,6,2019,2019-10-23,Ka-BAN,Hatchback,CNG,998,0,1,1,1,0,2169,Private,,Alloy wheels,
VEH-10074,VTT28T38Q935381170,RJ85D8551,HONDA,AMAZE,1.2 SMT i-VTEC,488836.11,7,2018,2018-01-11,Ma-PUN,Sedan,Petrol,1199,1,0,0,0,1,115476,Private,Dent on door,Body kit,
VEH-10075,LZJ63G25G078132524,DL91C1161,MARUTI,ALTO,K10 VXI,425579.52,5,2020,2020-01-02,Ta-COI,Hatchback,Petrol,998,0,0,0,0,0,145803,Private,,,2021-09-22
VEH-10076,WTB68A63P653582350,MH98C7019,MARUTI,WAGON R,1.0 LXI CNG,586625.0,2,2023,2023-10-03,Ka-BAN,Hatchback,CNG,998,0,1,0,1,0,92078,Private,,,
VEH-10077,VKH70L00A247254023,MH09C4182,MARUTI,SWIFT,1.2 VXi BS IV,389179.01,10,2015,2015-06-21,Ka-MYS,Hatchback,Petrol,1197,1,1,0,1,0,93133,Private,,,
VEH-10078,JYX45W11B344445173,RJ30C6034,MARUTI,DZIRE,VXI,504199.53,9,2016,2016-11-27,Ka-MYS,Sedan,Petrol,1197,0,1,0,1,0,121048,Private,Minor scratches,,
VEH-10079,VMU43U46T236020635,DL13C7879,MARUTI,BALENO HATCHBACK,Zeta 1.2,462007.87,13,2012,2012-03-04,Ka-BAN,Hatchback,Petrol,1197,0,1,0,1,1,67080,Private,Dent on door,Body kit,2014-07-26
VEH-10080,QEN06I73P069734621,KA11D8956,MARUTI,SWIFT,VXI,631750.0,2,2023,2023-09-23,Ma-NAG,Hatchback,Petrol,1197,0,1,0,1,0,62058,Private,Minor scratches,Alloy wheels,
VEH-10081,TSG66O45H210473162,UP40A1079,HONDA,AMAZE,1.5 SMT i-DTEC,767125.0,2,2023,2023-06-01,Ma-PUN,Sedan,Diesel,1498,0,0,0,1,0,146474,Private,,,
VEH-10082,GYG45S87Y913252868,DL13D4939,MARUTI,VITARA BREZZA,VDI,539009.19,13,2012,2012-09-03,Ta-CHE,SUV,Diesel,1248,1,1,0,0,1,100008,Private,Minor scratches,,
VEH-10083,NVF35M91W105099807,MH32A1284,MARUTI,VITARA BREZZA,VDI,855231.56,4,2021,2021-09-15,We-HOW,SUV,Diesel,1248,1,1,1,1,1,14882,Private,,,
VEH-10084,WLZ89W05R883279633,DL85D2287,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,312111.99,14,2011,2011-11-21,Ma-NAG,Hatchback,Petrol,1197,1,0,0,1,1,121549,Private,Minor scratches,Body kit,
VEH-10085,DXG92C20C701963331,UP15B6282,MARUTI,WAGON R,1.0 LXI CNG,409662.12,9,2016,2016-05-14,Ma-MUM,Hatchback,CNG,998,0,1,0,1,1,31444,Private,,,2018-12-14
VEH-10086,RSO18A68G904650266,TN24D8773,HYUNDAI,GRAND I10,SPORTZ 1.2 KAPPA VTVT,328538.93,13,2012,2012-07-08,Ma-PUN,Hatchback,Petrol,1197,0,1,0,1,0,65905,Private,Minor scratches,Alloy wheels,
VEH-10087,ZMW95Z99F060581278,RJ26C5905,MARUTI,BALENO HATCHBACK,Zeta 1.2,416962.11,15,2010,2010-08-18,Ma-PUN,Hatchback,Petrol,1197,0,1,0,1,0,136372,Private,,,2011-12-28
VEH-10088,WXV89O58G153013100,WB58A9482,MARUTI,SWIFT,VDI (DIESEL),800000.0,0,2025,2025-08-13,We-HOW,Hatchback,Diesel,1248,1,0,0,1,1,91212,Private,,,
VEH-10089,VDR87B70S634007108,GJ52B3625,MARUTI,ERTIGA,1.5 VXI CNG,564676.29,13,2012,2012-08-08,Ka-MYS,MUV,CNG,1462,1,1,0,1,1,29845,Private,,Body kit,
VEH-10090,OTN43V05A677798886,UP94A9911,HONDA,AMAZE,1.2 SMT i-VTEC,464394.3,8,2017,2017-05-19,Ma-PUN,Sedan,Petrol,1199,1,0,0,0,1,62152,Private,Minor scratches,Body kit,
VEH-10091,MPO73J58I728994884,MH26A8177,MARUTI,VITARA BREZZA,ZDI PLUS,1200000.0,0,2025,2025-01-12,De-GUR,SUV,Diesel,1248,0,1,1,1,1,69179,Private,,,
VEH-10092,BPJ91Y48K900052292,WB67A6398,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 Z 7 STR,2375000.0,1,2024,2024-02-05,Ma-PUN,MUV,Diesel,2755,1,1,1,0,1,28971,Commercial,Dent on door,Body kit,2026-07-26
VEH-10093,URH55A11L694759742,WB98A1932,MARUTI,ALTO,K10 VXI,268221.24,14,2011,2011-07-16,We-KOL,Hatchback,Petrol,998,0,1,1,1,0,36447,Private,Minor scratches,,2014-01-09
VEH-10094,ZEE88I71U417129393,WB29B5774,MAHINDRA,SCORPIO,S9 2WD 7STR,1520000.0,1,2024,2024-09-25,Ma-PUN,SUV,Diesel,2184,1,0,1,1,1,57164,Private,Dent on door,,
VEH-10095,WMY52B91A439839966,WB51C4535,MARUTI,ALTO 800,LXI,239494.78,10,2015,2015-11-06,Ta-MAD,Hatchback,Petrol,796,0,1,1,1,1,143916,Private,,Body kit,
VEH-10096,JBM65I61M870708388,MH27C9943,MARUTI,ALTO 800,LXI,380000.0,1,2024,2024-11-14,Ka-MYS,Hatchback,Petrol,796,1,0,0,1,1,132680,Private,Minor scratches,Alloy wheels,2026-08-21
VEH-10097,WLW45G38X452581274,MH37A4318,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.8 ZX AT 7 STR,1911238.92,6,2019,2019-07-22,Ma-PUN,MUV,Diesel,2755,1,0,1,0,1,92220,Private,,,
VEH-10098,LIB64G78E738113198,GJ26A8081,MARUTI,VITARA BREZZA,VXI,857375.0,3,2022,2022-07-24,Ta-MAD,SUV,Petrol,1462,0,1,0,0,0,3334,Private,Minor scratches,,
VEH-10099,FPS34D37K041775465,KA52A3062,MAHINDRA,THAR,LX HARD TOP AT 4STR DIESEL,872681.54,13,2012,2012-03-27,We-HOW,SUV,Diesel,2184,0,1,0,1,0,18772,Private,Minor scratches,Alloy wheels,
VEH-10100,OPC29A54E368061597,WB37C4121,MARUTI,ALTO 800,LXI,342950.0,3,2022,2022-09-24,Ka-BAN,Hatchback,Petrol,796,1,1,1,1,0,62598,Private,Dent on door,,2025-04-08
VEH-10101,JVA50P71C597799066,WB39D8951,MARUTI,BALENO HATCHBACK,Zeta 1.2,438907.48,14,2011,2011-03-20,De-NOI,Hatchback,Petrol,1197,1,1,0,1,1,22141,Private,,Alloy wheels,
VEH-10102,LVG86F99J897995993,TN97A7074,MARUTI,ALTO,K10 VXI,384085.51,7,2018,2018-03-13,Ka-MYS,Hatchback,Petrol,998,1,1,0,0,0,49600,Private,,Alloy wheels,
VEH-10103,CWE45Q70V686537434,DL87A2011,MARUTI,SWIFT,1.2 VXi BS IV,650000.0,0,2025,2025-04-27,We-HOW,Hatchback,Petrol,1197,1,1,1,1,1,144634,Private,,,
VEH-10104,FYX88G64E180333914,DL82A9395,MARUTI,ALTO,K10 VXI,522500.0,1,2024,2024-12-28,Ma-MUM,Hatchback,Petrol,998,1,1,1,1,1,146024,Private,,,
VEH-10105,PNK92S07I198653940,RJ23D7748,MARUTI,WAGON R,1.0 LXI CNG,409662.12,9,2016,2016-09-23,De-GUR,Hatchback,CNG,998,1,1,0,1,0,36574,Private,,Alloy wheels,
VEH-10106,ZAE01N46O162181397,GJ67C2870,MARUTI,VITARA BREZZA,ZDI PLUS,838004.76,7,2018,2018-09-23,Ka-MYS,SUV,Diesel,1248,1,1,0,1,0,60184,Private,Dent on door,,
VEH-10107,DHS95B04F964447920,WB13B8289,MARUTI,SWIFT,VXI,441174.59,9,2016,2016-10-24,Ma-PUN,Hatchback,Petrol,1197,1,0,1,1,0,28480,Private,Dent on door,Alloy wheels,
VEH-10108,PMZ30J82I011972228,GJ81A3219,MARUTI,VITARA BREZZA,VDI,812469.98,5,2020,2020-07-24,Ka-BAN,SUV,Diesel,1248,1,0,0,0,0,5313,Private,,Alloy wheels,
VEH-10109,RZJ26Y48N258180565,WB41B7038,HYUNDAI,CRETA,1.4 E Plus,1005915.22,5,2020,2020-06-15,We-KOL,SUV,Diesel,1582,0,1,1,0,0,42817,Private,,,
VEH-10110,ZTG82M53L800660722,TN67D7844,HONDA,AMAZE,1.2 VXMT i-VTEC,720390.05,6,2019,2019-03-01,Ma-PUN,Sedan,Petrol,1199,1,1,0,1,1,6586,Private,,Body kit,
VEH-10111,OWR77E76N930754786,GJ35C2025,MARUTI,SWIFT,VXI,541646.66,5,2020,2020-03-17,Ta-COI,Hatchback,Petrol,1197,0,1,0,1,1,21294,Private,,,
VEH-10112,TKE55Y89J894294272,KA65B8452,MARUTI,ALTO 800,LXI,252099.76,9,2016,2016-03-04,Ta-MAD,Hatchback,Petrol,796,1,0,0,1,0,82562,Private,Minor scratches,Body kit,
VEH-10113,CYW80U60Z752393712,GJ90D3968,TOYOTA KIRLOSKAR,INNOVA CRYSTA,2.4 ZX MT 7 STR,1251360.2,11,2014,2014-06-10,Ka-MYS,MUV,Diesel,2393,1,1,0,1,1,102377,Private,Dent on door,,
VEH-10114,DUF51M62V830022800,TN47A5239,MARUTI,BALENO HATCHBACK,Delta 1.2,588073.51,6,2019,2019-01-16,Ka-MYS,Hatchback,Petrol,1197,0,0,1,0,1,131255,Private,Dent on door,Alloy wheels,
VEH-10115,BHQ49G79Q143646877,TN09B2987,MARUTI,BALENO HATCHBACK,Zeta 1.2,538863.25,10,2015,2015-09-25,Ma-MUM,Hatchback,Petrol,1197,1,1,1,0,0,33229,Private,,Body kit,2017-04-13
VEH-10116,LCL07S52K635114580,RJ26B7397,HYUNDAI,CRETA,1.4 E Plus,778358.02,10,2015,2015-04-06,Ma-NAG,SUV,Diesel,1582,1,1,0,1,1,121781,Private,,Body kit,
VEH-10117,KBR17P03B616564748,RJ64B4252,HONDA,AMAZE,1.2 SMT i-VTEC,631750.0,2,2023,2023-05-14,Ka-BAN,Sedan,Petrol,1199,0,1,1,0,1,136907,Private,Dent on door,,
VEH-10118,PCO92F28D979630107,KA99C5707,MARUTI,WAGON R,1.0 LXI CNG,316988.74,14,2011,2011-01-17,We-KOL,Hatchback,CNG,998,1,1,0,0,1,89809,Private,Dent on door,,
